"","Day","Time","TrafficControl","Road","Light","Weather","Weight","Count"
"853","Weekday","Midday","Control","Other","Unknown","Poor Visibilty",5,0
"854","Weekend","Midday","Control","Other","Unknown","Poor Visibilty",2,0
"855","Weekday","Evening","Control","Other","Unknown","Poor Visibilty",5,0
"856","Weekend","Evening","Control","Other","Unknown","Poor Visibilty",2,0
"857","Weekday","Night","Unknown","Other","Unknown","Poor Visibilty",5,0
"858","Weekend","Night","Unknown","Other","Unknown","Poor Visibilty",2,0
"859","Weekday","Morning","Unknown","Other","Unknown","Poor Visibilty",5,1
"860","Weekend","Morning","Unknown","Other","Unknown","Poor Visibilty",2,0
"861","Weekday","Midday","Unknown","Other","Unknown","Poor Visibilty",5,0
"862","Weekend","Midday","Unknown","Other","Unknown","Poor Visibilty",2,0
"863","Weekday","Evening","Unknown","Other","Unknown","Poor Visibilty",5,2
"864","Weekend","Evening","Unknown","Other","Unknown","Poor Visibilty",2,0
"865","Weekday","Night","No Control","Dry","Daylight","Other",5,4
"866","Weekend","Night","No Control","Dry","Daylight","Other",2,3
"867","Weekday","Morning","No Control","Dry","Daylight","Other",5,36
"868","Weekend","Morning","No Control","Dry","Daylight","Other",2,7
"869","Weekday","Midday","No Control","Dry","Daylight","Other",5,34
"870","Weekend","Midday","No Control","Dry","Daylight","Other",2,29
"871","Weekday","Evening","No Control","Dry","Daylight","Other",5,27
"872","Weekend","Evening","No Control","Dry","Daylight","Other",2,4
"873","Weekday","Night","Control","Dry","Daylight","Other",5,2
"874","Weekend","Night","Control","Dry","Daylight","Other",2,0
"875","Weekday","Morning","Control","Dry","Daylight","Other",5,29
"876","Weekend","Morning","Control","Dry","Daylight","Other",2,6
"877","Weekday","Midday","Control","Dry","Daylight","Other",5,36
"878","Weekend","Midday","Control","Dry","Daylight","Other",2,9
"879","Weekday","Evening","Control","Dry","Daylight","Other",5,15
"880","Weekend","Evening","Control","Dry","Daylight","Other",2,5
"881","Weekday","Night","Unknown","Dry","Daylight","Other",5,3
"882","Weekend","Night","Unknown","Dry","Daylight","Other",2,0
"883","Weekday","Morning","Unknown","Dry","Daylight","Other",5,12
"884","Weekend","Morning","Unknown","Dry","Daylight","Other",2,4
"885","Weekday","Midday","Unknown","Dry","Daylight","Other",5,17
"886","Weekend","Midday","Unknown","Dry","Daylight","Other",2,11
"887","Weekday","Evening","Unknown","Dry","Daylight","Other",5,15
"888","Weekend","Evening","Unknown","Dry","Daylight","Other",2,2
"889","Weekday","Night","No Control","Wet","Daylight","Other",5,4
"890","Weekend","Night","No Control","Wet","Daylight","Other",2,3
"891","Weekday","Morning","No Control","Wet","Daylight","Other",5,54
"892","Weekend","Morning","No Control","Wet","Daylight","Other",2,5
"893","Weekday","Midday","No Control","Wet","Daylight","Other",5,32
"894","Weekend","Midday","No Control","Wet","Daylight","Other",2,15
"895","Weekday","Evening","No Control","Wet","Daylight","Other",5,7
"896","Weekend","Evening","No Control","Wet","Daylight","Other",2,4
"897","Weekday","Night","Control","Wet","Daylight","Other",5,2
"898","Weekend","Night","Control","Wet","Daylight","Other",2,1
"899","Weekday","Morning","Control","Wet","Daylight","Other",5,50
"900","Weekend","Morning","Control","Wet","Daylight","Other",2,5
"901","Weekday","Midday","Control","Wet","Daylight","Other",5,28
"902","Weekend","Midday","Control","Wet","Daylight","Other",2,9
"903","Weekday","Evening","Control","Wet","Daylight","Other",5,7
"904","Weekend","Evening","Control","Wet","Daylight","Other",2,4
"905","Weekday","Night","Unknown","Wet","Daylight","Other",5,0
"906","Weekend","Night","Unknown","Wet","Daylight","Other",2,0
"907","Weekday","Morning","Unknown","Wet","Daylight","Other",5,11
"908","Weekend","Morning","Unknown","Wet","Daylight","Other",2,4
"909","Weekday","Midday","Unknown","Wet","Daylight","Other",5,9
"910","Weekend","Midday","Unknown","Wet","Daylight","Other",2,1
"911","Weekday","Evening","Unknown","Wet","Daylight","Other",5,2
"912","Weekend","Evening","Unknown","Wet","Daylight","Other",2,0
"913","Weekday","Night","No Control","Other","Daylight","Other",5,11
"914","Weekend","Night","No Control","Other","Daylight","Other",2,6
"915","Weekday","Morning","No Control","Other","Daylight","Other",5,81
"916","Weekend","Morning","No Control","Other","Daylight","Other",2,22
"917","Weekday","Midday","No Control","Other","Daylight","Other",5,102
"918","Weekend","Midday","No Control","Other","Daylight","Other",2,36
"919","Weekday","Evening","No Control","Other","Daylight","Other",5,62
"920","Weekend","Evening","No Control","Other","Daylight","Other",2,20
"921","Weekday","Night","Control","Other","Daylight","Other",5,4
"922","Weekend","Night","Control","Other","Daylight","Other",2,0
"923","Weekday","Morning","Control","Other","Daylight","Other",5,95
"924","Weekend","Morning","Control","Other","Daylight","Other",2,13
"925","Weekday","Midday","Control","Other","Daylight","Other",5,108
"926","Weekend","Midday","Control","Other","Daylight","Other",2,36
"927","Weekday","Evening","Control","Other","Daylight","Other",5,65
"928","Weekend","Evening","Control","Other","Daylight","Other",2,16
"929","Weekday","Night","Unknown","Other","Daylight","Other",5,3
"930","Weekend","Night","Unknown","Other","Daylight","Other",2,5
"931","Weekday","Morning","Unknown","Other","Daylight","Other",5,31
"932","Weekend","Morning","Unknown","Other","Daylight","Other",2,5
"933","Weekday","Midday","Unknown","Other","Daylight","Other",5,59
"934","Weekend","Midday","Unknown","Other","Daylight","Other",2,12
"935","Weekday","Evening","Unknown","Other","Daylight","Other",5,31
"936","Weekend","Evening","Unknown","Other","Daylight","Other",2,7
"937","Weekday","Night","No Control","Dry","Dawn/Dusk","Other",5,1
"938","Weekend","Night","No Control","Dry","Dawn/Dusk","Other",2,2
"939","Weekday","Morning","No Control","Dry","Dawn/Dusk","Other",5,1
"940","Weekend","Morning","No Control","Dry","Dawn/Dusk","Other",2,0
"941","Weekday","Midday","No Control","Dry","Dawn/Dusk","Other",5,0
"942","Weekend","Midday","No Control","Dry","Dawn/Dusk","Other",2,0
"943","Weekday","Evening","No Control","Dry","Dawn/Dusk","Other",5,8
"944","Weekend","Evening","No Control","Dry","Dawn/Dusk","Other",2,0
"945","Weekday","Night","Control","Dry","Dawn/Dusk","Other",5,0
"946","Weekend","Night","Control","Dry","Dawn/Dusk","Other",2,0
"947","Weekday","Morning","Control","Dry","Dawn/Dusk","Other",5,1
"948","Weekend","Morning","Control","Dry","Dawn/Dusk","Other",2,0
"949","Weekday","Midday","Control","Dry","Dawn/Dusk","Other",5,0
"950","Weekend","Midday","Control","Dry","Dawn/Dusk","Other",2,0
"951","Weekday","Evening","Control","Dry","Dawn/Dusk","Other",5,4
"952","Weekend","Evening","Control","Dry","Dawn/Dusk","Other",2,1
"953","Weekday","Night","Unknown","Dry","Dawn/Dusk","Other",5,0
"954","Weekend","Night","Unknown","Dry","Dawn/Dusk","Other",2,1
"955","Weekday","Morning","Unknown","Dry","Dawn/Dusk","Other",5,1
"956","Weekend","Morning","Unknown","Dry","Dawn/Dusk","Other",2,1
"957","Weekday","Midday","Unknown","Dry","Dawn/Dusk","Other",5,0
"958","Weekend","Midday","Unknown","Dry","Dawn/Dusk","Other",2,0
"959","Weekday","Evening","Unknown","Dry","Dawn/Dusk","Other",5,0
"960","Weekend","Evening","Unknown","Dry","Dawn/Dusk","Other",2,2
"961","Weekday","Night","No Control","Wet","Dawn/Dusk","Other",5,1
"962","Weekend","Night","No Control","Wet","Dawn/Dusk","Other",2,1
"963","Weekday","Morning","No Control","Wet","Dawn/Dusk","Other",5,4
"964","Weekend","Morning","No Control","Wet","Dawn/Dusk","Other",2,1
"965","Weekday","Midday","No Control","Wet","Dawn/Dusk","Other",5,0
"966","Weekend","Midday","No Control","Wet","Dawn/Dusk","Other",2,0
"967","Weekday","Evening","No Control","Wet","Dawn/Dusk","Other",5,5
"968","Weekend","Evening","No Control","Wet","Dawn/Dusk","Other",2,1
"969","Weekday","Night","Control","Wet","Dawn/Dusk","Other",5,0
"970","Weekend","Night","Control","Wet","Dawn/Dusk","Other",2,0
"971","Weekday","Morning","Control","Wet","Dawn/Dusk","Other",5,4
"972","Weekend","Morning","Control","Wet","Dawn/Dusk","Other",2,1
"973","Weekday","Midday","Control","Wet","Dawn/Dusk","Other",5,0
"974","Weekend","Midday","Control","Wet","Dawn/Dusk","Other",2,0
"975","Weekday","Evening","Control","Wet","Dawn/Dusk","Other",5,4
"976","Weekend","Evening","Control","Wet","Dawn/Dusk","Other",2,1
"977","Weekday","Night","Unknown","Wet","Dawn/Dusk","Other",5,2
"978","Weekend","Night","Unknown","Wet","Dawn/Dusk","Other",2,1
"979","Weekday","Morning","Unknown","Wet","Dawn/Dusk","Other",5,0
"980","Weekend","Morning","Unknown","Wet","Dawn/Dusk","Other",2,0
"981","Weekday","Midday","Unknown","Wet","Dawn/Dusk","Other",5,1
"982","Weekend","Midday","Unknown","Wet","Dawn/Dusk","Other",2,0
"983","Weekday","Evening","Unknown","Wet","Dawn/Dusk","Other",5,1
"984","Weekend","Evening","Unknown","Wet","Dawn/Dusk","Other",2,1
"985","Weekday","Night","No Control","Other","Dawn/Dusk","Other",5,2
"986","Weekend","Night","No Control","Other","Dawn/Dusk","Other",2,3
"987","Weekday","Morning","No Control","Other","Dawn/Dusk","Other",5,0
"988","Weekend","Morning","No Control","Other","Dawn/Dusk","Other",2,4
"989","Weekday","Midday","No Control","Other","Dawn/Dusk","Other",5,2
"990","Weekend","Midday","No Control","Other","Dawn/Dusk","Other",2,0
"991","Weekday","Evening","No Control","Other","Dawn/Dusk","Other",5,18
"992","Weekend","Evening","No Control","Other","Dawn/Dusk","Other",2,3
"993","Weekday","Night","Control","Other","Dawn/Dusk","Other",5,1
"994","Weekend","Night","Control","Other","Dawn/Dusk","Other",2,0
"995","Weekday","Morning","Control","Other","Dawn/Dusk","Other",5,2
"996","Weekend","Morning","Control","Other","Dawn/Dusk","Other",2,0
"997","Weekday","Midday","Control","Other","Dawn/Dusk","Other",5,0
"998","Weekend","Midday","Control","Other","Dawn/Dusk","Other",2,0
"999","Weekday","Evening","Control","Other","Dawn/Dusk","Other",5,14
"1000","Weekend","Evening","Control","Other","Dawn/Dusk","Other",2,2
"1001","Weekday","Night","Unknown","Other","Dawn/Dusk","Other",5,1
"1002","Weekend","Night","Unknown","Other","Dawn/Dusk","Other",2,2
"1003","Weekday","Morning","Unknown","Other","Dawn/Dusk","Other",5,1
"1004","Weekend","Morning","Unknown","Other","Dawn/Dusk","Other",2,0
"1005","Weekday","Midday","Unknown","Other","Dawn/Dusk","Other",5,1
"1006","Weekend","Midday","Unknown","Other","Dawn/Dusk","Other",2,0
"1007","Weekday","Evening","Unknown","Other","Dawn/Dusk","Other",5,6
"1008","Weekend","Evening","Unknown","Other","Dawn/Dusk","Other",2,0
"1009","Weekday","Night","No Control","Dry","Dark","Other",5,34
"1010","Weekend","Night","No Control","Dry","Dark","Other",2,44
"1011","Weekday","Morning","No Control","Dry","Dark","Other",5,13
"1012","Weekend","Morning","No Control","Dry","Dark","Other",2,6
"1013","Weekday","Midday","No Control","Dry","Dark","Other",5,2
"1014","Weekend","Midday","No Control","Dry","Dark","Other",2,2
"1015","Weekday","Evening","No Control","Dry","Dark","Other",5,19
"1016","Weekend","Evening","No Control","Dry","Dark","Other",2,17
"1017","Weekday","Night","Control","Dry","Dark","Other",5,15
"1018","Weekend","Night","Control","Dry","Dark","Other",2,16
"1019","Weekday","Morning","Control","Dry","Dark","Other",5,2
"1020","Weekend","Morning","Control","Dry","Dark","Other",2,1
"1021","Weekday","Midday","Control","Dry","Dark","Other",5,1
"1022","Weekend","Midday","Control","Dry","Dark","Other",2,0
"1023","Weekday","Evening","Control","Dry","Dark","Other",5,5
"1024","Weekend","Evening","Control","Dry","Dark","Other",2,5
"1025","Weekday","Night","Unknown","Dry","Dark","Other",5,10
"1026","Weekend","Night","Unknown","Dry","Dark","Other",2,8
"1027","Weekday","Morning","Unknown","Dry","Dark","Other",5,1
"1028","Weekend","Morning","Unknown","Dry","Dark","Other",2,0
"1029","Weekday","Midday","Unknown","Dry","Dark","Other",5,2
"1030","Weekend","Midday","Unknown","Dry","Dark","Other",2,0
"1031","Weekday","Evening","Unknown","Dry","Dark","Other",5,9
"1032","Weekend","Evening","Unknown","Dry","Dark","Other",2,2
"1033","Weekday","Night","No Control","Wet","Dark","Other",5,49
"1034","Weekend","Night","No Control","Wet","Dark","Other",2,28
"1035","Weekday","Morning","No Control","Wet","Dark","Other",5,8
"1036","Weekend","Morning","No Control","Wet","Dark","Other",2,5
"1037","Weekday","Midday","No Control","Wet","Dark","Other",5,1
"1038","Weekend","Midday","No Control","Wet","Dark","Other",2,4
"1039","Weekday","Evening","No Control","Wet","Dark","Other",5,32
"1040","Weekend","Evening","No Control","Wet","Dark","Other",2,12
"1041","Weekday","Night","Control","Wet","Dark","Other",5,40
"1042","Weekend","Night","Control","Wet","Dark","Other",2,11
"1043","Weekday","Morning","Control","Wet","Dark","Other",5,2
"1044","Weekend","Morning","Control","Wet","Dark","Other",2,1
"1045","Weekday","Midday","Control","Wet","Dark","Other",5,0
"1046","Weekend","Midday","Control","Wet","Dark","Other",2,0
"1047","Weekday","Evening","Control","Wet","Dark","Other",5,28
"1048","Weekend","Evening","Control","Wet","Dark","Other",2,9
"1049","Weekday","Night","Unknown","Wet","Dark","Other",5,8
"1050","Weekend","Night","Unknown","Wet","Dark","Other",2,4
"1051","Weekday","Morning","Unknown","Wet","Dark","Other",5,1
"1052","Weekend","Morning","Unknown","Wet","Dark","Other",2,1
"1053","Weekday","Midday","Unknown","Wet","Dark","Other",5,0
"1054","Weekend","Midday","Unknown","Wet","Dark","Other",2,0
"1055","Weekday","Evening","Unknown","Wet","Dark","Other",5,8
"1056","Weekend","Evening","Unknown","Wet","Dark","Other",2,1
"1057","Weekday","Night","No Control","Other","Dark","Other",5,80
"1058","Weekend","Night","No Control","Other","Dark","Other",2,84
"1059","Weekday","Morning","No Control","Other","Dark","Other",5,19
"1060","Weekend","Morning","No Control","Other","Dark","Other",2,13
"1061","Weekday","Midday","No Control","Other","Dark","Other",5,12
"1062","Weekend","Midday","No Control","Other","Dark","Other",2,6
"1063","Weekday","Evening","No Control","Other","Dark","Other",5,51
"1064","Weekend","Evening","No Control","Other","Dark","Other",2,29
"1065","Weekday","Night","Control","Other","Dark","Other",5,45
"1066","Weekend","Night","Control","Other","Dark","Other",2,35
"1067","Weekday","Morning","Control","Other","Dark","Other",5,4
"1068","Weekend","Morning","Control","Other","Dark","Other",2,0
"1069","Weekday","Midday","Control","Other","Dark","Other",5,1
"1070","Weekend","Midday","Control","Other","Dark","Other",2,0
"1071","Weekday","Evening","Control","Other","Dark","Other",5,44
"1072","Weekend","Evening","Control","Other","Dark","Other",2,18
"1073","Weekday","Night","Unknown","Other","Dark","Other",5,22
"1074","Weekend","Night","Unknown","Other","Dark","Other",2,20
"1075","Weekday","Morning","Unknown","Other","Dark","Other",5,1
"1076","Weekend","Morning","Unknown","Other","Dark","Other",2,1
"1077","Weekday","Midday","Unknown","Other","Dark","Other",5,3
"1078","Weekend","Midday","Unknown","Other","Dark","Other",2,2
"1079","Weekday","Evening","Unknown","Other","Dark","Other",5,24
"1080","Weekend","Evening","Unknown","Other","Dark","Other",2,5
"1081","Weekday","Night","No Control","Dry","Unknown","Other",5,26
"1082","Weekend","Night","No Control","Dry","Unknown","Other",2,9
"1083","Weekday","Morning","No Control","Dry","Unknown","Other",5,38
"1084","Weekend","Morning","No Control","Dry","Unknown","Other",2,19
"1085","Weekday","Midday","No Control","Dry","Unknown","Other",5,25
"1086","Weekend","Midday","No Control","Dry","Unknown","Other",2,18
"1087","Weekday","Evening","No Control","Dry","Unknown","Other",5,31
"1088","Weekend","Evening","No Control","Dry","Unknown","Other",2,13
"1089","Weekday","Night","Control","Dry","Unknown","Other",5,0
"1090","Weekend","Night","Control","Dry","Unknown","Other",2,1
"1091","Weekday","Morning","Control","Dry","Unknown","Other",5,1
"1092","Weekend","Morning","Control","Dry","Unknown","Other",2,3
"1093","Weekday","Midday","Control","Dry","Unknown","Other",5,2
"1094","Weekend","Midday","Control","Dry","Unknown","Other",2,5
"1095","Weekday","Evening","Control","Dry","Unknown","Other",5,4
"1096","Weekend","Evening","Control","Dry","Unknown","Other",2,1
"1097","Weekday","Night","Unknown","Dry","Unknown","Other",5,8
"1098","Weekend","Night","Unknown","Dry","Unknown","Other",2,5
"1099","Weekday","Morning","Unknown","Dry","Unknown","Other",5,7
"1100","Weekend","Morning","Unknown","Dry","Unknown","Other",2,4
"1101","Weekday","Midday","Unknown","Dry","Unknown","Other",5,9
"1102","Weekend","Midday","Unknown","Dry","Unknown","Other",2,5
"1103","Weekday","Evening","Unknown","Dry","Unknown","Other",5,15
"1104","Weekend","Evening","Unknown","Dry","Unknown","Other",2,6
"1105","Weekday","Night","No Control","Wet","Unknown","Other",5,12
"1106","Weekend","Night","No Control","Wet","Unknown","Other",2,10
"1107","Weekday","Morning","No Control","Wet","Unknown","Other",5,23
"1108","Weekend","Morning","No Control","Wet","Unknown","Other",2,10
"1109","Weekday","Midday","No Control","Wet","Unknown","Other",5,12
"1110","Weekend","Midday","No Control","Wet","Unknown","Other",2,7
"1111","Weekday","Evening","No Control","Wet","Unknown","Other",5,14
"1112","Weekend","Evening","No Control","Wet","Unknown","Other",2,11
"1113","Weekday","Night","Control","Wet","Unknown","Other",5,1
"1114","Weekend","Night","Control","Wet","Unknown","Other",2,0
"1115","Weekday","Morning","Control","Wet","Unknown","Other",5,0
"1116","Weekend","Morning","Control","Wet","Unknown","Other",2,1
"1117","Weekday","Midday","Control","Wet","Unknown","Other",5,2
"1118","Weekend","Midday","Control","Wet","Unknown","Other",2,0
"1119","Weekday","Evening","Control","Wet","Unknown","Other",5,1
"1120","Weekend","Evening","Control","Wet","Unknown","Other",2,0
"1121","Weekday","Night","Unknown","Wet","Unknown","Other",5,4
"1122","Weekend","Night","Unknown","Wet","Unknown","Other",2,0
"1123","Weekday","Morning","Unknown","Wet","Unknown","Other",5,3
"1124","Weekend","Morning","Unknown","Wet","Unknown","Other",2,4
"1125","Weekday","Midday","Unknown","Wet","Unknown","Other",5,3
"1126","Weekend","Midday","Unknown","Wet","Unknown","Other",2,2
"1127","Weekday","Evening","Unknown","Wet","Unknown","Other",5,7
"1128","Weekend","Evening","Unknown","Wet","Unknown","Other",2,2
"1129","Weekday","Night","No Control","Other","Unknown","Other",5,112
"1130","Weekend","Night","No Control","Other","Unknown","Other",2,75
"1131","Weekday","Morning","No Control","Other","Unknown","Other",5,163
"1132","Weekend","Morning","No Control","Other","Unknown","Other",2,76
"1133","Weekday","Midday","No Control","Other","Unknown","Other",5,81
"1134","Weekend","Midday","No Control","Other","Unknown","Other",2,61
"1135","Weekday","Evening","No Control","Other","Unknown","Other",5,132
"1136","Weekend","Evening","No Control","Other","Unknown","Other",2,63
"1137","Weekday","Night","Control","Other","Unknown","Other",5,19
"1138","Weekend","Night","Control","Other","Unknown","Other",2,18
"1139","Weekday","Morning","Control","Other","Unknown","Other",5,16
"1140","Weekend","Morning","Control","Other","Unknown","Other",2,8
"1141","Weekday","Midday","Control","Other","Unknown","Other",5,33
"1142","Weekend","Midday","Control","Other","Unknown","Other",2,8
"1143","Weekday","Evening","Control","Other","Unknown","Other",5,43
"1144","Weekend","Evening","Control","Other","Unknown","Other",2,9
"1145","Weekday","Night","Unknown","Other","Unknown","Other",5,77
"1146","Weekend","Night","Unknown","Other","Unknown","Other",2,68
"1147","Weekday","Morning","Unknown","Other","Unknown","Other",5,121
"1148","Weekend","Morning","Unknown","Other","Unknown","Other",2,43
"1149","Weekday","Midday","Unknown","Other","Unknown","Other",5,253
"1150","Weekend","Midday","Unknown","Other","Unknown","Other",2,107
"1151","Weekday","Evening","Unknown","Other","Unknown","Other",5,266
"1152","Weekend","Evening","Unknown","Other","Unknown","Other",2,83
